ts,open,close,high,low,total_turnover,volume
2012-11-09,2241.756,2240.924,2252.196,2235.231,24374277793.0,3050696800.0
2012-11-12,2242.96,2251.848,2254.703,2232.742,29040821378.0,3472168500.0
2012-11-13,2250.842,2212.44,2250.842,2208.723,28818451577.0,3408370400.0
2012-11-14,2213.086,2223.11,2225.124,2205.996,23592323468.0,2675879000.0
2012-11-15,2210.751,2193.623,2220.987,2193.516,23778694920.0,2831915100.0
2012-11-16,2189.511,2177.24,2191.611,2162.976,26118247405.0,3024778600.0
2012-11-19,2175.184,2174.985,2176.492,2149.538,26737221714.0,2697866600.0
2012-11-20,2180.205,2164.881,2184.334,2163.527,22999196160.0,2394891600.0
2012-11-21,2165.408,2194.896,2195.461,2151.38,27121949931.0,3050848200.0
2012-11-22,2181.179,2177.546,2185.577,2169.657,21536153037.0,2291235100.0
2012-11-23,2184.409,2192.676,2202.47,2179.727,26307630050.0,2866749300.0
2012-11-26,2187.24,2175.599,2191.359,2172.1,22231498412.0,2474269600.0
2012-11-27,2168.589,2150.638,2173.464,2150.222,26149735216.0,3194674600.0
2012-11-28,2142.5,2129.161,2144.802,2126.03,24423321714.0,3000933900.0
2012-11-29,2128.803,2115.676,2140.877,2114.477,24016256021.0,2967062500.0
2012-11-30,2114.244,2139.661,2142.856,2109.963,28552066162.0,3640691100.0
2012-12-03,2136.696,2108.85,2152.608,2108.149,34173653616.0,4018676200.0
2012-12-04,2104.928,2131.473,2135.662,2102.135,31732336903.0,3622591500.0
2012-12-05,2128.387,2207.878,2219.094,2126.793,69109050480.0,8248710300.0
2012-12-06,2205.605,2203.602,2216.976,2191.227,42758570153.0,4857468900.0
2012-12-07,2203.887,2246.757,2250.529,2198.107,64996499283.0,7616974800.0
2012-12-10,2254.915,2271.046,2276.28,2250.437,61399772028.0,7337547500.0
2012-12-11,2263.209,2258.5,2274.994,2254.299,45087981874.0,5146870300.0
2012-12-12,2257.73,2267.767,2273.211,2247.953,39182538242.0,4500645400.0
2012-12-13,2260.601,2242.635,2266.721,2242.557,36665684856.0,4194210000.0
2012-12-14,2245.636,2355.865,2357.106,2245.636,93934741143.0,11089256200.0
2012-12-17,2359.201,2366.7,2380.001,2358.664,85000820332.0,9408819500.0
2012-12-18,2361.095,2368.12,2398.63,2347.077,78802837302.0,8578484900.0
2012-12-19,2362.802,2371.109,2387.142,2358.033,61140748228.0,6329253000.0
2012-12-20,2361.322,2384.816,2391.924,2346.55,63028692015.0,6565546200.0
2012-12-21,2386.376,2372.002,2414.223,2365.032,66887708129.0,6871415800.0
2012-12-24,2368.007,2381.217,2396.725,2367.038,54121541302.0,5308700400.0
2012-12-25,2373.88,2448.395,2459.302,2365.41,89877770350.0,9550235000.0
2012-12-26,2445.987,2457.619,2458.007,2441.642,68406242066.0,7159182800.0
2012-12-27,2464.779,2444.594,2479.792,2443.681,69327603833.0,7325506700.0
2012-12-28,2448.076,2480.049,2481.592,2444.381,66053288179.0,6716632100.0
2012-12-31,2485.559,2522.952,2522.952,2485.559,81149079560.0,8200229300.0
2013-01-04,2551.814,2524.409,2558.529,2498.892,95579245007.0,9798818200.0
2013-01-07,2518.047,2535.985,2545.969,2511.603,73167512509.0,7516799300.0
2013-01-08,2534.647,2525.33,2540.513,2502.49,76498061772.0,7183710000.0
2013-01-09,2518.104,2526.126,2534.239,2504.299,74233596955.0,7023117000.0
2013-01-10,2525.59,2530.569,2553.352,2513.729,71159045499.0,7108586200.0
2013-01-11,2533.495,2483.23,2539.794,2473.696,72775921987.0,7423917600.0
2013-01-14,2474.176,2577.725,2583.625,2473.998,96853471373.0,9355409100.0
2013-01-15,2579.132,2595.856,2605.41,2576.919,101356961358.0,9862080500.0
2013-01-16,2591.365,2577.092,2600.093,2540.521,95564995007.0,9353608400.0
2013-01-17,2570.711,2552.758,2575.058,2539.674,71716118533.0,6991523900.0
2013-01-18,2568.692,2595.439,2607.446,2553.451,77435163470.0,7794030300.0
2013-01-21,2605.649,2610.898,2611.201,2582.652,85357442058.0,8413374200.0
2013-01-22,2610.392,2596.898,2620.025,2578.181,102261160399.0,10576627500.0
2013-01-23,2588.198,2607.456,2611.409,2576.362,72758926411.0,7573944400.0
2013-01-24,2606.427,2582.755,2663.404,2564.206,109537680297.0,11127717200.0
2013-01-25,2580.881,2571.674,2591.513,2567.107,60689373994.0,5848735900.0
2013-01-28,2577.267,2651.863,2651.967,2577.267,98173275704.0,9127479000.0
2013-01-29,2655.377,2675.866,2685.531,2646.154,108827009893.0,10104022900.0
2013-01-30,2678.433,2688.711,2689.683,2662.062,100856652553.0,9987499000.0
2013-01-31,2690.951,2686.882,2696.881,2671.33,94476820552.0,9674010100.0
2013-02-01,2677.187,2743.324,2744.322,2671.274,110560933901.0,10387951500.0
2013-02-04,2753.688,2748.028,2768.504,2731.08,136119589827.0,12793917900.0
2013-02-05,2727.93,2771.675,2779.953,2725.362,112701171610.0,11613081900.0
2013-02-06,2771.908,2775.844,2787.456,2765.743,88989578113.0,8277927100.0
2013-02-07,2771.53,2759.87,2775.974,2722.874,95978595584.0,8997814200.0
2013-02-08,2755.649,2771.725,2791.303,2747.946,82903631783.0,7742964400.0
2013-02-18,2784.065,2737.471,2787.74,2731.506,81001366822.0,7643822700.0
2013-02-19,2735.045,2685.606,2740.739,2674.339,82460808230.0,8062643100.0
2013-02-20,2686.093,2702.635,2703.098,2665.231,73636360656.0,7001937700.0
2013-02-21,2675.741,2610.549,2675.741,2584.758,103619498796.0,10065798400.0
2013-02-22,2607.65,2596.604,2618.483,2591.146,65899100176.0,6020485200.0
2013-02-25,2607.149,2604.96,2628.696,2590.787,55614493314.0,5316194200.0
2013-02-26,2587.375,2567.595,2631.094,2564.672,83373960556.0,8000306500.0
2013-02-27,2576.046,2594.677,2615.249,2569.38,64612274221.0,6322674300.0
2013-02-28,2611.94,2673.327,2673.711,2593.997,92235377254.0,8692259500.0
2013-03-01,2671.842,2668.836,2680.854,2626.995,80342747703.0,7334375300.0
2013-03-04,2619.42,2545.715,2619.574,2528.694,112585043728.0,11061910300.0
2013-03-05,2547.893,2622.807,2623.171,2541.766,92357133815.0,8966115200.0
2013-03-06,2634.87,2650.202,2658.139,2620.431,95048891279.0,9582965200.0
2013-03-07,2639.783,2619.479,2658.969,2592.867,96498095994.0,9408266600.0
2013-03-08,2622.684,2606.927,2632.624,2601.961,63054592405.0,5942955700.0
2013-03-11,2600.278,2592.372,2611.652,2574.172,52460900851.0,5094643600.0
2013-03-12,2590.391,2555.615,2619.512,2530.251,71675127580.0,7193514100.0
2013-03-13,2551.726,2527.486,2556.773,2515.058,56003723639.0,5643046000.0
2013-03-14,2517.745,2534.273,2546.699,2514.463,49929775447.0,4760575600.0
2013-03-15,2533.722,2539.873,2600.091,2504.458,82749877355.0,8137218500.0
2013-03-18,2526.077,2502.493,2544.619,2499.828,63093556699.0,5981277800.0
2013-03-19,2507.396,2525.097,2532.07,2491.854,55601011985.0,5453647600.0
2013-03-20,2526.968,2610.174,2610.174,2526.83,91271022200.0,9070062200.0
2013-03-21,2611.58,2614.988,2626.538,2598.509,71642665537.0,6955275600.0
2013-03-22,2612.256,2618.308,2625.531,2603.344,55882142445.0,5564714100.0
2013-03-25,2628.407,2613.097,2641.609,2607.613,58004930851.0,5626140200.0
2013-03-26,2601.964,2575.05,2607.357,2554.974,65306571624.0,6396296100.0
2013-03-27,2575.726,2583.53,2611.939,2566.345,58652246310.0,5690651700.0
2013-03-28,2535.988,2499.302,2535.988,2495.083,84725899121.0,8757840500.0
2013-03-29,2502.782,2495.083,2509.109,2482.488,52055540480.0,5240213700.0
2013-04-01,2486.428,2493.187,2507.825,2483.732,47159820558.0,4734602200.0
2013-04-02,2495.843,2486.391,2524.463,2475.0,55637391748.0,5568415200.0
2013-04-03,2493.877,2483.547,2507.143,2474.927,45156719409.0,4556422100.0
2013-04-08,2443.24,2472.299,2473.309,2429.5,55249297714.0,5329677200.0
2013-04-09,2477.29,2489.43,2505.294,2477.29,54947035592.0,5238982400.0
2013-04-10,2487.984,2485.309,2495.572,2466.19,51963820632.0,4750491300.0
2013-04-11,2502.5,2477.876,2508.593,2476.396,43039949368.0,4298995800.0
2013-04-12,2476.322,2462.112,2489.118,2460.182,40428047827.0,3991727800.0
2013-04-15,2453.967,2436.818,2461.668,2430.149,44084843341.0,4653973400.0
2013-04-16,2419.508,2459.592,2461.046,2416.617,53783255198.0,5528061300.0
2013-04-17,2457.881,2458.473,2465.202,2437.345,46800831850.0,4469216400.0
2013-04-18,2440.707,2464.851,2478.413,2434.73,46270137159.0,4286070700.0
2013-04-19,2469.951,2533.827,2542.453,2469.323,76723675264.0,7552087600.0
2013-04-22,2525.113,2530.67,2539.046,2518.257,63027024091.0,6251188300.0
2013-04-23,2532.201,2449.471,2532.201,2448.2,61576157889.0,6065398200.0
2013-04-24,2452.781,2495.579,2511.202,2446.587,62189421706.0,6305091600.0
2013-04-25,2486.857,2467.875,2505.482,2456.566,59891284466.0,6055792700.0
2013-04-26,2477.724,2447.306,2488.585,2439.796,46351986661.0,4712337800.0
2013-05-02,2434.603,2449.639,2453.749,2423.077,47200448204.0,4701608800.0
2013-05-03,2457.543,2492.912,2521.119,2457.543,63267042656.0,6233009100.0
2013-05-06,2502.978,2525.983,2533.855,2500.455,61767951099.0,6041878000.0
2013-05-07,2519.364,2529.938,2539.298,2507.756,59244949469.0,5449064300.0
2013-05-08,2542.266,2542.798,2562.007,2531.251,60309148841.0,5955429400.0
2013-05-09,2542.374,2527.794,2543.305,2507.792,64438292561.0,6024014500.0
2013-05-10,2519.517,2540.836,2546.975,2515.158,50896689221.0,4881672800.0
2013-05-13,2542.412,2530.768,2547.602,2516.728,55155093224.0,5409214700.0
2013-05-14,2525.998,2493.338,2526.145,2479.872,56144573527.0,5488006400.0
2013-05-15,2493.968,2506.925,2507.43,2491.927,47578585624.0,4418966000.0
2013-05-16,2501.117,2552.709,2553.058,2487.763,76830436307.0,7079618200.0
2013-05-17,2550.452,2592.048,2598.706,2547.776,83599367908.0,8185080100.0
2013-05-20,2597.151,2609.607,2627.616,2590.053,94059415836.0,8633780300.0
2013-05-21,2607.393,2614.853,2617.4,2594.249,75837813846.0,7150599400.0
2013-05-22,2613.411,2618.034,2630.068,2603.75,78224126421.0,7419181700.0
2013-05-23,2604.93,2582.849,2624.076,2579.347,81359908175.0,8482537000.0
2013-05-24,2591.419,2597.228,2608.35,2572.884,62831235051.0,6073966900.0
2013-05-27,2593.522,2599.587,2611.972,2589.739,66701652802.0,6419508000.0
2013-05-28,2600.632,2644.359,2644.359,2585.901,86756736777.0,8419611200.0
2013-05-29,2648.927,2642.561,2661.229,2640.881,81953853231.0,7927770900.0
2013-05-30,2633.955,2634.323,2647.443,2623.581,71045065872.0,7014636800.0
2013-05-31,2638.71,2606.426,2645.565,2604.746,65904433688.0,6252853300.0
2013-06-03,2605.969,2602.623,2625.936,2596.051,63008705172.0,5977446800.0
2013-06-04,2600.499,2565.666,2600.499,2556.056,63139420045.0,6631575000.0
2013-06-05,2565.329,2560.539,2570.027,2545.19,47367057838.0,4563719300.0
2013-06-06,2552.817,2527.845,2557.678,2525.306,54448113429.0,5249652900.0
2013-06-07,2526.913,2484.16,2538.891,2475.687,61366173745.0,6103089400.0
2013-06-13,2448.717,2399.937,2448.717,2375.204,64081598112.0,6973006600.0
2013-06-14,2404.423,2416.771,2420.356,2396.487,53686779328.0,5596453400.0
2013-06-17,2422.762,2403.839,2427.532,2394.385,51983757469.0,5039571100.0
2013-06-18,2413.088,2418.745,2424.202,2393.321,48792090467.0,4863037900.0
2013-06-19,2408.28,2400.765,2408.28,2366.346,52979991053.0,5434626000.0
2013-06-20,2386.104,2321.466,2386.104,2320.226,52171735063.0,5520102000.0
2013-06-21,2283.151,2317.394,2332.842,2269.565,53486132980.0,5870579800.0
2013-06-24,2308.069,2171.21,2308.069,2164.325,73731930536.0,8659725900.0
2013-06-25,2146.053,2165.421,2169.211,2023.171,87090393952.0,10755488200.0
2013-06-26,2170.326,2168.297,2181.021,2131.86,67298430249.0,7925642600.0
2013-06-27,2172.848,2160.735,2200.213,2153.175,62927082416.0,7540675300.0
2013-06-28,2149.03,2200.639,2227.461,2139.372,64106048718.0,7945132700.0
2013-07-01,2187.092,2213.317,2213.965,2166.353,51874735216.0,5772622700.0
2013-07-02,2211.803,2221.984,2226.113,2191.801,59632902046.0,6183885000.0
2013-07-03,2211.044,2203.828,2211.044,2169.137,59536760190.0,6583602200.0
2013-07-04,2187.181,2221.979,2245.908,2176.08,67189379203.0,7258114500.0
2013-07-05,2227.35,2226.849,2252.033,2225.047,58424400611.0,6182177500.0
2013-07-08,2194.423,2163.619,2205.214,2162.189,49288252039.0,5478249300.0
2013-07-09,2160.699,2162.669,2174.786,2149.787,37246189870.0,4149443300.0
2013-07-10,2163.098,2224.065,2224.135,2157.468,54373757823.0,6114978100.0
2013-07-11,2232.157,2326.688,2351.223,2232.157,111329812773.0,12579319200.0
2013-07-12,2319.023,2275.373,2331.986,2274.073,82064555657.0,8973308200.0
2013-07-15,2289.762,2307.297,2336.04,2274.673,71796189674.0,7475788400.0
2013-07-16,2300.83,2317.848,2317.848,2281.942,62085631916.0,6562415700.0
2013-07-17,2311.443,2282.836,2326.925,2281.609,63229061677.0,6765524800.0
2013-07-18,2272.947,2245.328,2282.435,2241.93,51937235147.0,5714429200.0
2013-07-19,2248.133,2190.478,2257.916,2188.752,66179072656.0,7053528200.0
2013-07-22,2170.089,2202.189,2203.058,2159.813,48872947253.0,5328349500.0
2013-07-23,2211.587,2265.845,2276.742,2206.756,69255423111.0,7480973100.0
2013-07-24,2253.376,2249.151,2265.578,2217.192,69279825849.0,6959230700.0
2013-07-25,2255.223,2237.683,2268.839,2227.853,60558362762.0,6577431600.0
2013-07-26,2226.429,2224.008,2238.42,2209.806,45636069902.0,4894109800.0
2013-07-29,2205.083,2175.97,2205.083,2169.017,49624613440.0,5460092500.0
2013-07-30,2184.007,2189.388,2221.589,2162.979,50907227289.0,5519362300.0
2013-07-31,2211.75,2193.021,2235.384,2187.21,46723493389.0,4832705500.0
2013-08-01,2206.004,2245.364,2245.56,2200.626,58944765673.0,6260399700.0
2013-08-02,2263.495,2247.263,2274.71,2244.252,58459999450.0,6089089300.0
2013-08-05,2249.976,2278.329,2278.329,2243.22,53623068581.0,5534215100.0
2013-08-06,2270.672,2293.641,2302.484,2256.715,68993574807.0,7374689500.0
2013-08-07,2292.379,2280.623,2313.879,2276.862,69560482114.0,7304869500.0
2013-08-08,2277.253,2276.782,2297.628,2267.073,52710276666.0,5309843000.0
2013-08-09,2288.51,2286.01,2301.59,2258.334,62663979060.0,6460001700.0
2013-08-12,2296.22,2352.794,2352.89,2293.176,94038910336.0,9786321600.0
2013-08-13,2352.883,2359.068,2360.827,2340.733,71178520240.0,7839363600.0
2013-08-14,2362.619,2349.08,2386.599,2340.833,71338219589.0,7594212800.0
2013-08-15,2348.839,2321.576,2362.089,2319.784,59411203587.0,6195185300.0
2013-08-16,2314.261,2304.144,2423.081,2295.023,104026773370.0,12036956300.0
2013-08-19,2286.203,2331.43,2340.194,2284.077,67064925390.0,7248322400.0
2013-08-20,2325.862,2312.465,2353.409,2303.666,67589707172.0,7308634500.0
2013-08-21,2320.584,2308.589,2321.642,2291.053,50886495497.0,5500738400.0
2013-08-22,2302.668,2303.932,2329.143,2297.016,51686310590.0,5533810400.0
2013-08-23,2314.866,2286.929,2321.037,2251.92,65459845296.0,6896713300.0
2013-08-26,2294.759,2335.616,2336.381,2288.496,66541009856.0,7037104300.0
2013-08-27,2332.8,2340.881,2345.105,2322.461,62575377643.0,6599033300.0
2013-08-28,2326.096,2328.056,2345.358,2307.043,80965562365.0,8925617400.0
2013-08-29,2338.564,2318.311,2342.32,2308.145,59719882399.0,6608541500.0
2013-08-30,2315.913,2313.91,2334.413,2303.609,76695994654.0,8765451500.0
2013-09-02,2319.957,2320.344,2329.867,2297.449,73575869316.0,7951024900.0
2013-09-03,2326.231,2354.502,2354.856,2321.304,72663978650.0,8055400500.0
2013-09-04,2352.537,2350.699,2360.663,2345.437,68509013842.0,7872576300.0
2013-09-05,2350.927,2341.735,2351.218,2336.754,59606065186.0,6295138300.0
2013-09-06,2336.767,2357.782,2361.178,2335.932,63916893626.0,7334011600.0
2013-09-09,2374.26,2440.609,2449.249,2372.686,127299546171.0,14988964000.0
2013-09-10,2446.454,2474.894,2475.195,2435.826,130648129418.0,15485599200.0
2013-09-11,2483.791,2482.889,2504.469,2471.624,142830288492.0,16691497400.0
2013-09-12,2480.468,2507.455,2527.383,2469.718,126115528291.0,14517317500.0
2013-09-13,2502.54,2488.902,2515.781,2481.454,98275004927.0,11077504900.0
2013-09-16,2501.077,2478.39,2503.694,2467.129,97043842349.0,10538328200.0
2013-09-17,2480.81,2427.322,2481.71,2426.462,93115107921.0,9945998200.0
2013-09-18,2426.04,2432.51,2439.626,2407.243,69341324599.0,7104075900.0
2013-09-23,2441.516,2472.288,2473.163,2439.993,80920687856.0,8012835200.0
2013-09-24,2470.715,2443.885,2470.746,2420.085,96769831421.0,9785301300.0
2013-09-25,2440.835,2429.03,2455.037,2423.276,89119216662.0,9051841800.0
2013-09-26,2422.631,2384.443,2422.631,2382.535,84183923178.0,8623677000.0
2013-09-27,2382.218,2394.971,2402.196,2379.856,66383990191.0,6597150800.0
2013-09-30,2406.205,2409.037,2415.075,2397.22,60990141884.0,5951399200.0
2013-10-08,2406.415,2441.811,2446.703,2392.572,84229908920.0,8478550600.0
2013-10-09,2432.94,2453.583,2453.746,2424.769,76128340887.0,7627764500.0
2013-10-10,2455.64,2429.317,2455.979,2422.017,89468020274.0,9032970600.0
2013-10-11,2442.364,2468.508,2471.165,2439.634,91811541654.0,9338826100.0
2013-10-14,2472.267,2472.542,2483.131,2462.551,99109155920.0,10008130100.0
2013-10-15,2475.324,2467.517,2479.134,2449.416,86100822006.0,8917349600.0
2013-10-16,2459.077,2421.371,2459.077,2409.718,83150844984.0,8897983400.0
2013-10-17,2432.645,2413.33,2440.919,2407.777,67722892391.0,7122247400.0
2013-10-18,2415.118,2426.054,2435.712,2410.599,59138754367.0,6029163000.0
2013-10-21,2431.915,2471.322,2472.785,2423.562,82223144817.0,8490979500.0
2013-10-22,2470.255,2445.891,2470.255,2439.859,83412053857.0,9070302900.0
2013-10-23,2451.556,2418.491,2474.372,2412.483,83286778556.0,9154535500.0
2013-10-24,2412.235,2400.511,2422.943,2395.474,60427235951.0,6456082100.0
2013-10-25,2400.517,2368.559,2413.332,2353.993,70778094834.0,7707018200.0
2013-10-28,2372.571,2365.954,2377.249,2351.862,56602098405.0,6287615200.0
2013-10-29,2369.216,2372.053,2408.616,2327.904,91741559592.0,10673783300.0
2013-10-30,2371.853,2407.471,2407.851,2365.506,75735067216.0,9217812600.0
2013-10-31,2398.395,2373.718,2398.395,2370.226,70393879838.0,8273696400.0
2013-11-01,2373.962,2384.96,2395.005,2365.146,57820026665.0,6305576200.0
2013-11-04,2397.21,2380.454,2404.896,2376.355,48959462043.0,5179846100.0
2013-11-05,2366.884,2383.769,2385.688,2343.801,56935549943.0,6208448800.0
2013-11-06,2371.324,2353.568,2383.54,2352.787,59536872794.0,6377666300.0
2013-11-07,2351.871,2340.552,2356.672,2328.253,50942569626.0,5482174700.0
2013-11-08,2329.084,2307.945,2342.672,2306.041,48564999878.0,5378850800.0
2013-11-11,2305.94,2315.889,2325.228,2295.003,42566548184.0,4573945700.0
2013-11-12,2319.362,2340.0,2342.529,2316.603,49854763423.0,5268754500.0
2013-11-13,2325.36,2288.116,2325.563,2287.547,53183050105.0,5984883100.0
2013-11-14,2291.269,2304.501,2305.696,2279.006,51945077793.0,5731035600.0
2013-11-15,2306.549,2350.734,2377.211,2306.549,83147858433.0,8639177100.0
2013-11-18,2367.883,2428.903,2429.566,2361.038,108549512988.0,11003463300.0
2013-11-19,2427.928,2412.163,2427.928,2405.076,79884936328.0,7864829600.0
2013-11-20,2428.767,2424.85,2435.427,2406.417,67741428196.0,7229180100.0
2013-11-21,2412.451,2409.989,2415.383,2382.878,82220527035.0,8770667700.0
2013-11-22,2415.29,2397.962,2418.999,2393.581,70052206585.0,7500067500.0
2013-11-25,2385.784,2388.629,2418.853,2380.689,63811265014.0,6614473400.0
2013-11-26,2387.826,2387.416,2399.022,2380.412,53334204356.0,5918586400.0
2013-11-27,2386.362,2414.481,2422.806,2383.78,70744775407.0,7529408800.0
2013-11-28,2419.15,2439.53,2460.556,2417.235,86852445384.0,9066040600.0
2013-11-29,2442.676,2438.944,2446.395,2432.387,61907374173.0,6180374600.0
2013-12-02,2423.969,2418.788,2464.863,2397.007,112921841120.0,11965512300.0
2013-12-03,2410.693,2442.784,2448.333,2406.663,72045234174.0,7445575200.0
2013-12-04,2439.824,2475.135,2486.64,2434.694,94783931336.0,10265023500.0
2013-12-05,2476.453,2468.197,2481.747,2460.576,72999931131.0,7770893200.0
2013-12-06,2463.043,2452.287,2470.813,2445.623,64843207895.0,6611408900.0
2013-12-09,2460.028,2450.872,2468.948,2445.94,57634539131.0,5716488400.0
2013-12-10,2456.23,2453.322,2466.66,2444.526,61236728790.0,6694142400.0
2013-12-11,2440.503,2412.763,2440.503,2400.742,62808851026.0,6807514400.0
2013-12-12,2406.766,2410.015,2423.309,2402.769,47481447335.0,5014771900.0
2013-12-13,2388.659,2406.639,2416.26,2386.246,47583527668.0,5150119600.0
2013-12-16,2408.678,2367.923,2412.734,2367.43,62107893611.0,6458167400.0
